Restaurant,Item,Calories
wawa,Pepperoni Sandwich Topping,70
wawa,Pickles Sandwich Topping,0
wawa,Roasted Red Peppers Sandwich Topping,15
wawa,Roasted Veggies Sandwich Topping,30
wawa,Salt Sandwich Topping,0
wawa,Side of Hot Peppers Sandwich Topping,5
wawa,Sour Cream Sandwich Topping,50
wawa,Spinach Sandwich Topping,0
wawa,Sweet Peppers Sandwich Topping,15
wawa,Tomato Sandwich Topping,5
wawa,Buffalo Style Chicken Wrap,320
wawa,Carved Ham &amp; Baby Swiss Sandwich,380
wawa,Cheeseburger Sourdough Melt,740
wawa,Chicken Caesar Wrap,450
wawa,Chicken Parmesan Sourdough Melt,775
wawa,Chicken Salad &amp; Green Leaf Lettuce Multigrain Thin,230
wawa,Chicken Salad Sandwich Thin,210
wawa,Cuban Slider Sandwiches,290
wawa,Cuban Sourdough Melt,700
wawa,Garlic Barbecue Turkey Sourdough Melt,700
wawa,Grilled Cheese Sourdough Melt,790
wawa,Grilled Chicken Sourdough Melt,780
wawa,Ham and Cheese Croissant_FL,300
wawa,Ham and Swiss Stacked Sandwich,600
wawa,Honey Maple Ham and Swiss Wrap,390
wawa,"Italian Hoagie with Ham, Salami and Pepperoni",500
wawa,Roast Beef Stacked Sandwich,610
wawa,Spicy Cheesesteak Sourdough Melt,775
wawa,Spicy Chipotle Chicken Wrap,400
wawa,Spicy Italian Sourdough Melt,785
wawa,Spicy Pepperoni Sourdough Melt,955
wawa,Tuna Salad Croissant,570
wawa,Tuna Wrap,410
wawa,Turkey and Bacon Wrap,510
wawa,Turkey and Swiss Slider Sandwiches,290
wawa,Turkey Veggie Stacked Sandwich,570
wawa,Wawa Rotisserie Chicken Salad Wrap,380
wawa,Apple Snack Pack,60
wawa,Beyond Meatballs in a Cup,140
wawa,Black Beans,200
wawa,Buffalo Mac & Cheese Side,373
wawa,Cheddar Cheese Sauce Side,160
wawa,Chipotle Mac & Cheese,396
wawa,Garlic Mac & Cheese,398
wawa,Macaroni and Cheese,350
wawa,Mango Fruit Cup,110
wawa,Mashed Potatoes,340
wawa,Meatballs in a Cup,240
wawa,Mixed Fruit Cup,80
wawa,Pineapple Fruit Cup,100
wawa,Ranch Mac & Cheese,420
wawa,Red Grape Fruit Cup,120
wawa,Rice,25
wawa,Rice & Beans,180
wawa,Sriracha Mac & Cheese,353
wawa,Watermelon Fruit Cup,80
wawa,Banana Cream Smoothie,600
wawa,Bananas Fosters Smoothie,860
wawa,Blueberry Pomegranate Mango Smoothie,350
wawa,Blueberry Pomegranate Mango with Oat Milk Smoothie,260
wawa,Blueberry Pomegranate Mango Yogurt Smoothie,300
wawa,Blueberry Pomegranate Smoothie,320
wawa,Blueberry Pomegranate Smoothie with Yogurt,310
wawa,Blueberry Pomegranate with Oat Milk Smoothie,210
wawa,Caramel Cheesecake Smoothie,720
wawa,Caramel Chocolate Chip Cream Smoothie,770
wawa,Caramel Cream Smoothie,750
wawa,Chocolate Banana Cream Smoothie,700
wawa,Chocolate Banana Yogurt Cream Smoothie,1040
wawa,Chocolate Cookie Cheesecake Smoothie,690
wawa,Chocolate Cookies and Cream Smoothie,700
wawa,Chocolate Covered Strawberry Cream Smoothie,570
wawa,Lemon Freeze Smoothie,490
wawa,Mango Banana Smoothie,530
wawa,Mango Banana Smoothie with Yogurt Smoothie,490
wawa,Mango Banana with Oat Milk Smoothie,370
wawa,Mango Cream Smoothie,450
wawa,Mango Freeze Smoothie,450
wawa,Mango Oat Milk Smoothie,260
wawa,Mango Smoothie,420
wawa,Mango with Yogurt Smoothie,380
wawa,Mint Chocolate Chip Cream Smoothie,1070
wawa,Mint Cookies and Cream Smoothie,670
wawa,Mint Cream Smoothie,590
wawa,Mixed Berry Banana Smoothie,460
wawa,Mixed Berry Banana with Oat Milk Smoothie,370
wawa,Mixed Berry Banana Yogurt Smoothie,450
wawa,Mixed Berry Smoothie,350
wawa,Mixed Berry Smoothie with Yogurt,300
wawa,Mixed Berry with Oat Milk Smoothie,260
wawa,Original Cheesecake Cream Smoothie,640
wawa,Strawberry Banana Cream Smoothie,440
wawa,Strawberry Banana Oat Milk Smoothie,380
wawa,Strawberry Banana Smoothie,450
wawa,Strawberry Banana with Yogurt Smoothie,420
wawa,Strawberry Cheesecake Cream Smoothie,630
wawa,Strawberry Chocolate Chip Cream Smoothie,720
wawa,Strawberry Cream Smoothie,530
wawa,Strawberry Freeze Smoothie,440
wawa,Strawberry Mango Banana Smoothie,520
wawa,Strawberry Mango Banana with Oat Milk Smoothie,400
wawa,Strawberry Mango Banana Yogurt Smoothie,490
wawa,Strawberry Mango Smoothie,410
wawa,Strawberry Mango with Oat Milk Smoothie,290
wawa,Strawberry Mango Yogurt Smoothie,380
wawa,Strawberry Oat Milk Smoothie,250
wawa,Strawberry Smoothie,390
wawa,Strawberry with Yogurt Smoothie,360
wawa,Summer Berry Freeze Smoothie,400
wawa,Apple Caramel Dipper,220
wawa,Apple Peanut Butter Dipper,310
wawa,Beef Empanada,230
wawa,Blueberry Parfait,230
wawa,Buffalo Chicken Bites,310
wawa,Cheddar Stuffed Pretzel,270
wawa,Chicken Empanada,180
wawa,Grapes &amp; Cheese with Crackers,370
wawa,Homestyle Chicken Bite,300
wawa,Italian Pinwheels,430
wawa,Jalapeno Stuffed Pretzel,250
wawa,Macaroni Salad,360
wawa,Mozzarella Sticks,410
wawa,Pepperoni &amp; Cheese with Crackers,550
wawa,Potato Salad,230
wawa,Turkey Cheddar Pinwheels,310
wawa,Vanilla Yogurt Cherry Chocolate Parfait,250
wawa,Vanilla Yogurt Strawberry Parfait,230
wawa,Baked Potato with Cheddar Soup,290
wawa,Broccoli Cheddar Soup,200
wawa,Chicken Corn Chowder,210
wawa,Chicken Noodle Soup,130
wawa,Chili,240
wawa,New England Clam Chowder,210
wawa,Tomato Soup,220
wawa,BBQ Sauce Dipping Cup,50
wawa,Boom Boom Dip Cup,150
wawa,Buffalo Sauce,35
wawa,Butter with Canola -Regular,50
wawa,Caesar Dressing,250
wawa,Cherry Pepper Relish,5
wawa,Cream Cheese-Regular,80
wawa,Creamy Chipotle Sauce,70
wawa,Fire Roasted Poblano Ranch Dressing,200
wawa,Garlic Aioli Sauce,110
wawa,Honey Hot Sauce,30
wawa,Honey Mustard Dipping Cup,120
wawa,Ketchup,20
wawa,Light Balsamic Vinaigrette,110
wawa,Lite Cream Cheese-Regular,60
wawa,Marinara Sauce,15
wawa,Mayo-Ketchup,70
wawa,Miracle Whip,45
wawa,Mixed Berry Cream Cheese,50
wawa,Ranch Dressing,70
wawa,Remoulade Sauce,70
wawa,Spicy Mustard,15
wawa,Sriracha Sauce,5
wawa,Sweet Red Chili Dip Cup,90
wawa,Veggie Cream Cheese-Regular,80
wawa,Vinegar,5
wawa,Yellow Mustard,5
taco-time,Bacon and Egg Burrito,350
taco-time,Breakfast Quesadilla,300
taco-time,Coffee,5
taco-time,Country Burrito,700
taco-time,Egg and Cheese Burrito,370
taco-time,Egg and Taters Burrito,330
taco-time,Enchilada Breakfast Burrito,450
taco-time,Green Chili Breakfast Burrito,440
taco-time,Minute Maid Orange Juice,160
taco-time,Sausage and Egg Burrito,460
taco-time,Taters and Gravy,250
taco-time,Ultimate Burrito,760
taco-time,5 Alarm Burrito,420
taco-time,Big Juan Burrito,590
taco-time,Casita Burrito,450
taco-time,Chicken &amp; Black Bean Burrito,530
taco-time,Chicken B.L.T. Burrito,600
taco-time,Chicken Ranchero Burrito,680
taco-time,Crisp Chicken Burrito,380
